ADRA1A	adrenoceptor alpha 1A	148
ADRA1B	adrenoceptor alpha 1B	147
ADRA1D	adrenoceptor alpha 1D	146
ADRA2A	adrenoceptor alpha 2A	150
ADRA2B	adrenoceptor alpha 2B	151
ADRA2C	adrenoceptor alpha 2C	152
ADRB1	adrenoceptor beta 1	153
ADRB2	adrenoceptor beta 2	154
ADRB3	adrenoceptor beta 3	155
ADRM1	adhesion regulating molecule 1	11047
ADSL	adenylosuccinate lyase	158
ADSS	adenylosuccinate synthase	159
ADSSL1	adenylosuccinate synthase like 1	122622
ADT	entry withdrawn	
ADTRP	androgen dependent TFPI regulating protein	84830
AEBP1	AE binding protein 1	165
AEBP2	AE binding protein 2	121536
AEN	apoptosis enhancing nuclease	64782
AES	amino-terminal enhancer of split	166
AF8T	AF8 temperature sensitivity complementing	169
AFA	ankyloblepharon filiforme adnatum	170
AFAP1	actin filament associated protein 1	60312
AFAP1-AS1	AFAP1 antisense RNA 1	84740
AFAP1L1	actin filament associated protein 1 like 1	134265
AFAP1L2	actin filament associated protein 1 like 2	84632
AFD1	acrofacial dysostosis 1, Nager type	171
AFDN	afadin, adherens junction formation factor	4301
AFDN-DT	AFDN divergent transcript	653483
AFF1	AF4/FMR2 family member 1	4299
AFF1-AS1	AFF1 antisense RNA 1	100506746
AFF2	AF4/FMR2 family member 2	2334
AFF2-IT1	AFF2 intronic transcript 1	100874269
AFF3	AF4/FMR2 family member 3	3899
AFF4	AF4/FMR2 family member 4	27125
AFG1L	AFG1 like ATPase	246269
AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	172
AFG3L2	AFG3 like matrix AAA peptidase subunit 2	10939
AFG3L2P1	AFG3 like AAA ATPase 2 pseudogene 1	347028
AFM	afamin	173
AFMID	arylformamidase	125061
AFP	alpha fetoprotein	174
AFTPH	aftiphilin	54812
AGA	aspartylglucosaminidase	175
AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	116987
AGAP1-IT1	AGAP1 intronic transcript 1	100506749
AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	116986
AGAP2-AS1	AGAP2 antisense RNA 1	100130776
AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	116988
AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	119016
AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	729092
AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	414189
AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	653268
AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	642517
AGAP10P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene	653234
AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11	119385
AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene	414224
AGAP13P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene	728005
AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene	653259
AGBL1	ATP/GTP binding protein like 1	123624
AGBL1-AS1	AGBL1 antisense RNA 1	727915
AGBL2	ATP/GTP binding protein like 2	79841
AGBL3	ATP/GTP binding protein like 3	340351
AGBL4	ATP/GTP binding protein like 4	84871
AGBL4-IT1	AGBL4 intronic transcript 1	100874313
AGBL5	ATP/GTP binding protein like 5	60509
AGBL5-AS1	AGBL5 antisense RNA 1	100874031
AGBL5-IT1	AGBL5 intronic transcript 1	106481744
AGER	advanced glycosylation end-product specific receptor	177
AGFG1	ArfGAP with FG repeats 1	3267
AGFG2	ArfGAP with FG repeats 2	3268
AGGF1	angiogenic factor with G-patch and FHA domains 1	55109
AGGF1P1	angiogenic factor with G-patch and FHA domains 1 pseudogene 1	100132380
AGGF1P2	angiogenic factor with G-patch and FHA domains 1 pseudogene 2	644435
AGGF1P3	angiogenic factor with G-patch and FHA domains 1 pseudogene 3	391552
AGGF1P4	angiogenic factor with G-patch and FHA domains 1 pseudogene 4	100129351
AGGF1P5	angiogenic factor with G-patch and FHA domains 1 pseudogene 5	100128103
AGGF1P6	angiogenic factor with G-patch and FHA domains 1 pseudogene 6	106481737
AGGF1P7	angiogenic factor with G-patch and FHA domains 1 pseudogene 7	100132606
AGGF1P8	angiogenic factor with G-patch and FHA domains 1 pseudogene 8	100128804
AGGF1P9	angiogenic factor with G-patch and FHA domains 1 pseudogene 9	100127958
AGGF1P10	angiogenic factor with G-patch and FHA domains 1 pseudogene 10	100288774
AGK	acylglycerol kinase	55750
AGKP1	acylglycerol kinase pseudogene 1	359793
AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	178
AGMAT	agmatinase	79814
AGMO	alkylglycerol monooxygenase	392636
AGMX2	agammaglobulinemia, X-linked 2 (with growth hormone deficiency)	179
AGO1	argonaute RISC component 1	26523
AGO2	argonaute RISC catalytic component 2	27161
AGO3	argonaute RISC catalytic component 3	192669
AGO4	argonaute RISC component 4	192670
AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	10554
AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	10555
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	56894
AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	56895
AGPAT4-IT1	AGPAT4 intronic transcript 1	79992
AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	55326
AGPAT5P1	1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1	646231
AGPS	alkylglycerone phosphate synthase	8540
AGR2	anterior gradient 2, protein disulphide isomerase family member	10551
AGR3	anterior gradient 3, protein disulphide isomerase family member	155465
AGRN	agrin	375790
AGRP	agouti related neuropeptide	181
AGT	angiotensinogen	183
AGTPBP1	ATP/GTP binding protein 1	23287
AGTR1	angiotensin II receptor type 1	185
AGTR2	angiotensin II receptor type 2	186
AGTRAP	angiotensin II receptor associated protein	57085
AGTRL2	entry withdrawn	
AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	189
AGXT2	alanine--glyoxylate aminotransferase 2	64902
AHCTF1	AT-hook containing transcription factor 1	25909
AHCTF1P1	AT-hook containing transcription factor 1 pseudogene 1	285116
AHCY	adenosylhomocysteinase	191
AHCYL1	adenosylhomocysteinase like 1	10768
AHCYL2	adenosylhomocysteinase like 2	23382
AHCYP1	adenosylhomocysteinase pseudogene 1	340844
AHCYP2	adenosylhomocysteinase pseudogene 2	392387
AHCYP3	adenosylhomocysteinase pseudogene 3	402093
AHCYP4	adenosylhomocysteinase pseudogene 4	129560
AHCYP5	adenosylhomocysteinase pseudogene 5	391470
AHCYP6	adenosylhomocysteinase pseudogene 6	100419714
AHCYP7	adenosylhomocysteinase pseudogene 7	645486
AHCYP8	adenosylhomocysteinase pseudogene 8	107063538
AHDC1	AT-hook DNA binding motif containing 1	27245
AHI1	Abelson helper integration site 1	54806
AHNAK	AHNAK nucleoprotein	79026
AHNAK2	AHNAK nucleoprotein 2	113146
AHR	aryl hydrocarbon receptor	196
AHRR	aryl-hydrocarbon receptor repressor	57491
AHSA1	activator of HSP90 ATPase activity 1	10598
AHSA2P	activator of HSP90 ATPase homolog 2, pseudogene	130872
AHSG	alpha 2-HS glycoprotein	197
AHSP	alpha hemoglobin stabilizing protein	51327
AIC	Aicardi syndrome	192
AICDA	activation induced cytidine deaminase	57379
AIDA	axin interactor, dorsalization associated	64853
AIF1	allograft inflammatory factor 1	199
AIF1L	allograft inflammatory factor 1 like	83543
AIFM1	apoptosis inducing factor mitochondria associated 1	9131
AIFM1P1	AIFM1 pseudogene 1	645120
AIFM2	apoptosis inducing factor mitochondria associated 2	84883
AIFM3	apoptosis inducing factor mitochondria associated 3	150209
AIG1	androgen induced 1	51390
AIG1P1	androgen induced 1 pseudogene 1	106479028
AIH3	amelogenesis imperfecta 3, hypomaturation or hypoplastic type	201
AIM2	absent in melanoma 2	9447
AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	9255
AIMP1P1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 1	170547
AIMP1P2	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 2	100873064
AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	7965
AIP	aryl hydrocarbon receptor interacting protein	9049
AIPL1	aryl hydrocarbon receptor interacting protein like 1	23746
AIRE	autoimmune regulator	326
AIRN	antisense of IGF2R non-protein coding RNA	100271873
AIS1	autoimmune susceptibility 1	373071
AIS2	autoimmune susceptibility 2	378426
AIS3	autoimmune susceptibility 3 (vitiligo specific)	378427
AJAP1	adherens junctions associated protein 1	55966
AJM1	apical junction component 1 homolog	389813
AJUBA	ajuba LIM protein	84962
AK1	adenylate kinase 1	203
AK2	adenylate kinase 2	204
AK2P1	adenylate kinase 2 pseudogene 1	266920
AK2P2	adenylate kinase 2 pseudogene 2	339736
AK3	adenylate kinase 3	50808
AK3P2	adenylate kinase 3 pseudogene 2	100419074
AK3P3	adenylate kinase 3 pseudogene 3	100419075
AK3P4	adenylate kinase 3 pseudogene 4	100129959
AK3P5	adenylate kinase 3 pseudogene 5	100288319
AK3P6	adenylate kinase 3 pseudogene 6	100873789
AK4	adenylate kinase 4	205
AK4P1	adenylate kinase 4 pseudogene 1	206
AK4P2	adenylate kinase 4 pseudogene 2	100132104
AK4P3	adenylate kinase 4 pseudogene 3	645619
AK4P4	adenylate kinase 4 pseudogene 4	100128705
AK4P5	adenylate kinase 4 pseudogene 5	100526416
AK4P6	adenylate kinase 4 pseudogene 6	649288
AK5	adenylate kinase 5	26289
AK6	adenylate kinase 6	102157402
AK6P1	adenylate kinase 6 pseudogene 1	100132086
AK6P2	adenylate kinase 6 pseudogene 2	100128817
AK7	adenylate kinase 7	122481
AK8	adenylate kinase 8	158067
AK9	adenylate kinase 9	221264
AKAIN1	A-kinase anchor inhibitor 1	642597
AKAP1	A-kinase anchoring protein 1	8165
AKAP2	A-kinase anchoring protein 2	11217
AKAP3	A-kinase anchoring protein 3	10566
AKAP4	A-kinase anchoring protein 4	8852
AKAP5	A-kinase anchoring protein 5	9495
AKAP6	A-kinase anchoring protein 6	9472
AKAP7	A-kinase anchoring protein 7	9465
AKAP8	A-kinase anchoring protein 8	10270
AKAP8L	A-kinase anchoring protein 8 like	26993
AKAP8P1	A-kinase anchoring protein 8 pseudogene 1	646114
AKAP9	A-kinase anchoring protein 9	10142
AKAP10	A-kinase anchoring protein 10	11216
AKAP11	A-kinase anchoring protein 11	11215
AKAP11-IT1	entry withdrawn	
AKAP12	A-kinase anchoring protein 12	9590
AKAP13	A-kinase anchoring protein 13	11214
AKAP14	A-kinase anchoring protein 14	158798
AKAP17A	A-kinase anchoring protein 17A	8227
AKAP17BP	A-kinase anchoring protein 17B, pseudogene	139516
AKIP1	A-kinase interacting protein 1	56672
AKIRIN1	akirin 1	79647
AKIRIN1P1	akirin 1 pseudogene 1	100418731
AKIRIN1P2	akirin 1 pseudogene 2	106480306
AKIRIN2	akirin 2	55122
AKIRIN2-AS1	entry withdrawn	
AKIRIN2P1	akirin 2 pseudogene 1	100216487
AKNA	AT-hook transcription factor	80709
AKNAD1	AKNA domain containing 1	254268
AKR1A1	aldo-keto reductase family 1 member A1	10327
AKR1B1	aldo-keto reductase family 1 member B	231
AKR1B1P1	aldehyde reductase family 1 member B1 pseudogene 1	401982
AKR1B1P2	aldo-keto reductase family 1 member B1 pseudogene 2	236
AKR1B1P3	aldo-keto reductase family 1 member B1 pseudogene 3	729347
AKR1B1P4	aldo-keto reductase family 1 member B1 pseudogene 4	390402
AKR1B1P5	aldo-keto reductase family 1 member B1 pseudogene 5	390482
AKR1B1P6	aldo-keto reductase family 1 member B1 pseudogene 6	100129769
AKR1B1P7	aldo-keto reductase family 1 member B1 pseudogene 7	126242
AKR1B1P8	aldo-keto reductase family 1 member B1 pseudogene 8	392525
AKR1B10	aldo-keto reductase family 1 member B10	57016
AKR1B10P1	aldo-keto reductase family 1 member B10 pseudogene 1	340888
AKR1B10P2	aldo-keto reductase family 1 member B10 pseudogene 2	643582
AKR1B15	aldo-keto reductase family 1 member B15	441282
AKR1C1	aldo-keto reductase family 1 member C1	1645
AKR1C2	aldo-keto reductase family 1 member C2	1646
AKR1C3	aldo-keto reductase family 1 member C3	8644
AKR1C4	aldo-keto reductase family 1 member C4	1109
AKR1C5P	aldo-keto reductase family 1 member C5, pseudogene	100996684
AKR1C6P	aldo-keto reductase family 1 member C6, pseudogene	389932
AKR1C7P	aldo-keto reductase family 1 member C7, pseudogene	648947
AKR1C8P	aldo-keto reductase family 1 member C8, pseudogene	340811
AKR1D1	aldo-keto reductase family 1 member D1	6718
AKR1D1P1	aldo-keto reductase family 1 member D1 pseudogene 1	80701
AKR1E2	aldo-keto reductase family 1 member E2	83592
AKR7A2	aldo-keto reductase family 7 member A2	8574
AKR7A2P1	aldo-keto reductase family 7 member A2 pseudogene 1	246182
AKR7A3	aldo-keto reductase family 7 member A3	22977
AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)	246181
AKT1	AKT serine/threonine kinase 1	207
AKT1S1	AKT1 substrate 1	84335
AKT2	AKT serine/threonine kinase 2	208
AKT3	AKT serine/threonine kinase 3	10000
AKT3-IT1	AKT3 intronic transcript 1	100874263
AKTIP	AKT interacting protein	64400
ALAD	aminolevulinate dehydratase	210
ALAS1	5'-aminolevulinate synthase 1	211
ALAS2	5'-aminolevulinate synthase 2	212
ALB	albumin	213
ALCAM	activated leukocyte cell adhesion molecule	214
ALDH1A1	aldehyde dehydrogenase 1 family member A1	216
ALDH1A2	aldehyde dehydrogenase 1 family member A2	8854
ALDH1A3	aldehyde dehydrogenase 1 family member A3	220
ALDH1B1	aldehyde dehydrogenase 1 family member B1	219
ALDH1L1	aldehyde dehydrogenase 1 family member L1	10840
ALDH1L1-AS1	ALDH1L1 antisense RNA 1	100874204
ALDH1L1-AS2	ALDH1L1 antisense RNA 2	100862662
ALDH1L2	aldehyde dehydrogenase 1 family member L2	160428
ALDH2	aldehyde dehydrogenase 2 family member	217
ALDH3A1	aldehyde dehydrogenase 3 family member A1	218
ALDH3A2	aldehyde dehydrogenase 3 family member A2	224
ALDH3B1	aldehyde dehydrogenase 3 family member B1	221
ALDH3B2	aldehyde dehydrogenase 3 family member B2	222
ALDH4A1	aldehyde dehydrogenase 4 family member A1	8659
ALDH5A1	aldehyde dehydrogenase 5 family member A1	7915
ALDH6A1	aldehyde dehydrogenase 6 family member A1	4329
ALDH7A1	aldehyde dehydrogenase 7 family member A1	501
ALDH7A1P1	aldehyde dehydrogenase 7 family member A1 pseudogene 1	541
ALDH7A1P2	aldehyde dehydrogenase 7 family member A1 pseudogene 2	542
ALDH7A1P3	aldehyde dehydrogenase 7 family member A1 pseudogene 3	543
ALDH7A1P4	aldehyde dehydrogenase 7 family member A1 pseudogene 4	544
ALDH8A1	aldehyde dehydrogenase 8 family member A1	64577
ALDH9A1	aldehyde dehydrogenase 9 family member A1	223
ALDH16A1	aldehyde dehydrogenase 16 family member A1	126133
ALDH18A1	aldehyde dehydrogenase 18 family member A1	5832
ALDOA	aldolase, fructose-bisphosphate A	226
ALDOAP1	ALDOA pseudogene 1	391538
ALDOAP2	ALDOA pseudogene 2	228
ALDOB	aldolase, fructose-bisphosphate B	229
ALDOC	aldolase, fructose-bisphosphate C	230
ALDRL2	entry withdrawn	
ALDRL5	entry withdrawn	
ALFN1	entry withdrawn	
ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	56052
ALG1L	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like	200810
ALG1L2	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2	644974
ALG1L3P	ALG1 like 3, pseudogene	100132066
ALG1L5P	ALG1 like 5, pseudogene	647415
ALG1L6P	ALG1 like 6, pseudogene	339879
ALG1L7P	ALG1 like 7, pseudogene	728263
ALG1L8P	ALG1 like 8, pseudogene	645015
ALG1L9P	ALG1 like 9, pseudogene	285407
ALG1L10P	ALG1 like 10, pseudogene	106479037
ALG1L11P	ALG1 like 11, pseudogene	106480789
ALG1L12P	ALG1 like 12, pseudogene	100421097
ALG1L13P	ALG1 like 13, pseudogene	106479038
ALG1L14P	ALG1 like 14, pseudogene	100996649
ALG1L15P	ALG1 like 15, pseudogene	730086
ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase	85365
ALG3	ALG3 alpha-1,3- mannosyltransferase	10195
ALG3P1	ALG3 pseudogene 1	442131
ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	29880
ALG6	ALG6 alpha-1,3-glucosyltransferase	29929
ALG8	ALG8 alpha-1,3-glucosyltransferase	79053
ALG9	ALG9 alpha-1,2-mannosyltransferase	79796
ALG9-IT1	ALG9 intronic transcript 1	100874303
ALG10	ALG10 alpha-1,2-glucosyltransferase	84920
ALG10B	ALG10 alpha-1,2-glucosyltransferase B	144245
ALG11	ALG11 alpha-1,2-mannosyltransferase	440138
ALG12	ALG12 alpha-1,6-mannosyltransferase	79087
ALG13	ALG13 UDP-N-acetylglucosaminyltransferase subunit	79868
ALG13-AS1	ALG13 antisense RNA 1	106478971
ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit	199857
ALK	ALK receptor tyrosine kinase	238
ALKAL1	ALK and LTK ligand 1	389658
ALKAL2	ALK and LTK ligand 2	285016
ALKBH1	alkB homolog 1, histone H2A dioxygenase	8846
ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase	121642
ALKBH3	alkB homolog 3, alpha-ketoglutaratedependent dioxygenase	221120
ALKBH3-AS1	ALKBH3 antisense RNA 1	100507300
ALKBH4	alkB homolog 4, lysine demethylase	54784
ALKBH5	alkB homolog 5, RNA demethylase	54890
ALKBH6	alkB homolog 6	84964
ALKBH7	alkB homolog 7	84266
ALKBH8	alkB homolog 8, tRNA methyltransferase	91801
ALLC	allantoicase	55821
ALMS1	ALMS1 centrosome and basal body associated protein	7840
ALMS1-IT1	ALMS1 intronic transcript 1	100874291
ALMS1P1	ALMS1 pseudogene 1	200420
ALOX5	arachidonate 5-lipoxygenase	240
ALOX5AP	arachidonate 5-lipoxygenase activating protein	241
ALOX12	arachidonate 12-lipoxygenase, 12S type	239
ALOX12-AS1	ALOX12 antisense RNA 1	100506713
ALOX12B	arachidonate 12-lipoxygenase, 12R type	242
ALOX12P1	arachidonate 12-lipoxygenase pseudogene 1	243
ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2	245
ALOX15	arachidonate 15-lipoxygenase	246
ALOX15B	arachidonate 15-lipoxygenase type B	247
ALOX15P1	arachidonate 15-lipoxygenase pseudogene 1	100652883
ALOX15P2	arachidonate 15-lipoxygenase pseudogene 2	642959
ALOXE3	arachidonate lipoxygenase 3	59344
ALOXE3P1	arachidonate lipoxygenase 3 pseudogene 1	100420216
ALPG	alkaline phosphatase, germ cell	251
ALPI	alkaline phosphatase, intestinal	248
ALPK1	alpha kinase 1	80216
ALPK2	alpha kinase 2	115701
ALPK3	alpha kinase 3	57538
ALPL	alkaline phosphatase, biomineralization associated	249
ALPP	alkaline phosphatase, placental	250
ALPPL1	entry withdrawn	
ALPPP	alkaline phosphatase, pseudogene	260330
ALS2	alsin Rho guanine nucleotide exchange factor ALS2	57679
ALS2CL	ALS2 C-terminal like	259173
ALS2CR12	ALS2 chromosome region 12	130540
ALS3	amyotrophic lateral sclerosis 3 (autosomal dominant)	253
ALS5	amyotrophic lateral sclerosis 5	255
ALS7	amyotrophic lateral sclerosis 7	406238
ALX1	ALX homeobox 1	8092
ALX3	ALX homeobox 3	257
ALX4	ALX homeobox 4	60529
ALYREF	Aly/REF export factor	10189
AMACR	alpha-methylacyl-CoA racemase	23600
AMBN	ameloblastin	258
AMBP	alpha-1-microglobulin/bikunin precursor	259
AMBRA1	autophagy and beclin 1 regulator 1	55626
AMCN	arthrogryposis multiplex congenita, neurogenic	261
AMD1	adenosylmethionine decarboxylase 1	262
AMD1P1	adenosylmethionine decarboxylase 1 pseudogene 1	100133024
AMD1P2	adenosylmethionine decarboxylase 1 pseudogene 2	263
AMD1P3	adenosylmethionine decarboxylase 1 pseudogene 3	728931
AMD1P4	adenosylmethionine decarboxylase 1 pseudogene 4	100129761
AMDHD1	amidohydrolase domain containing 1	144193
AMDHD2	amidohydrolase domain containing 2	51005
AMELX	amelogenin X-linked	265
AMELY	amelogenin Y-linked	266
AMER1	APC membrane recruitment protein 1	139285
AMER2	APC membrane recruitment protein 2	219287
AMER3	APC membrane recruitment protein 3	205147
AMFR	autocrine motility factor receptor	267
AMH	anti-Mullerian hormone	268
AMHR2	anti-Mullerian hormone receptor type 2	269
AMIGO1	adhesion molecule with Ig like domain 1	57463
AMIGO2	adhesion molecule with Ig like domain 2	347902
AMIGO3	adhesion molecule with Ig like domain 3	386724
AMLCR2	acute myeloid leukemia chromosome region 2	9163
AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	9949
AMMECR1-IT1	AMMECR1 intronic transcript 1	100874352
AMMECR1L	AMMECR1 like	83607
AMMECR1LP1	AMMECR1 like pseudogene 1	100420921
AMN	amnion associated transmembrane protein	81693
AMN1	antagonist of mitotic exit network 1 homolog	196394
AMOT	angiomotin	154796
AMOTL1	angiomotin like 1	154810
AMOTL2	angiomotin like 2	51421
AMPD1	adenosine monophosphate deaminase 1	270
AMPD2	adenosine monophosphate deaminase 2	271
AMPD3	adenosine monophosphate deaminase 3	272
AMPH	amphiphysin	273
AMT	aminomethyltransferase	275
AMTN	amelotin	401138
AMY1A	amylase alpha 1A (salivary)	276
AMY1B	amylase alpha 1B (salivary)	277
AMY1C	amylase alpha 1C (salivary)	278
AMY2A	amylase alpha 2A (pancreatic)	279
AMY2B	amylase alpha 2B (pancreatic)	280
AMYP1	amylase alpha pseudogene 1	281
